Booking Date,Booking ID,Country,Hotel,Distribution Channel,Customer Type,Guests,Avg. Lead Time,Revenue,Avg. Daily Rate,Revenue Loss,Nights,Status
2022-03-03,12366,France,Resort,Online Travel Agent,Group,4,4.8,315.02,157.51,0.00,2,Check-Out
2022-03-03,12367,Netherlands,City,Online Travel Agent,Transient-Party,4,8.5,60.92,60.92,0.00,1,Check-Out
2022-03-03,12368,Spain,Resort,Direct,Transient-Party,4,1.7,160.40,160.40,0.00,1,Check-Out
2022-03-03,12369,USA,Resort,Direct,Transient-Party,4,5.6,766.65,153.33,0.00,5,Check-Out
2022-03-04,12370,USA,City,Online Travel Agent,Group,4,7.8,271.86,90.62,0.00,3,Check-Out
2022-03-04,12371,USA,Resort,Online Travel Agent,Transient,2,4.7,363.03,121.01,0.00,3,Check-Out
2022-03-04,12372,France,Resort,Direct,Group,1,0.4,0.00,90.23,-270.69,3,Canceled
2022-03-04,12373,Spain,City,Direct,Group,3,3.8,0.00,151.72,-151.72,1,Canceled
2022-03-04,12374,India,City,Online Travel Agent,Transient,4,2.7,183.06,183.06,0.00,1,Check-Out
2022-03-04,12375,France,Resort,Online Travel Agent,Transient-Party,3,4.8,336.68,84.17,0.00,4,Check-Out
2022-03-04,12376,Spain,Resort,Online Travel Agent,Group,1,0.1,352.89,117.63,0.00,3,Check-Out
2022-03-04,12377,Mexico,Resort,Direct,Group,4,9.7,180.04,180.04,0.00,1,Check-Out
2022-03-04,12378,Mexico,Resort,Direct,Group,2,1.7,202.42,101.21,0.00,2,Check-Out
2022-03-05,12379,Mexico,City,Direct,Group,4,2.5,214.00,107.00,0.00,2,Check-Out
2022-03-05,12380,Italy,City,Online Travel Agent,Transient,4,4.2,325.52,162.76,0.00,2,Check-Out
2022-03-05,12381,Portugal,Resort,Direct,Transient,1,2.6,159.22,79.61,0.00,2,Check-Out
2022-03-05,12382,Germany,City,Online Travel Agent,Group,2,6.7,230.28,57.57,0.00,4,Check-Out
2022-03-05,12383,Italy,Resort,Online Travel Agent,Group,1,8.4,818.30,163.66,0.00,5,Check-Out
2022-03-05,12384,India,City,Direct,Transient-Party,4,7.1,988.20,197.64,0.00,5,Check-Out
2022-03-05,12385,Spain,City,Online Travel Agent,Transient-Party,2,2.8,331.08,110.36,0.00,3,Check-Out
2022-03-06,12386,Portugal,Resort,Direct,Group,1,6.5,309.92,77.48,0.00,4,Check-Out
2022-03-06,12387,India,Resort,Online Travel Agent,Transient-Party,2,4.7,286.28,71.57,0.00,4,Check-Out
2022-03-06,12388,Brazil,Resort,Online Travel Agent,Transient-Party,1,7.5,74.23,74.23,0.00,1,Check-Out
2022-03-06,12389,Portugal,Resort,Direct,Group,3,3.1,631.00,126.20,0.00,5,Check-Out
2022-03-06,12390,Portugal,City,Direct,Transient-Party,3,0.8,188.68,94.34,0.00,2,Check-Out
2022-03-06,12391,India,Resort,Online Travel Agent,Group,3,6.6,377.52,125.84,0.00,3,Check-Out
2022-03-07,12392,India,City,Direct,Transient-Party,3,6.2,498.24,166.08,0.00,3,Check-Out
2022-03-07,12393,India,Resort,Online Travel Agent,Transient,1,4.2,532.47,177.49,0.00,3,Check-Out
2022-03-07,12394,Mexico,City,Direct,Transient-Party,4,1.8,776.75,155.35,0.00,5,Check-Out
2022-03-07,12395,Portugal,Resort,Online Travel Agent,Transient,2,3,631.84,157.96,0.00,4,Check-Out
2022-03-08,12396,Mexico,City,Direct,Group,2,7.9,703.96,175.99,0.00,4,Check-Out
2022-03-08,12397,Italy,Resort,Online Travel Agent,Transient,1,7.6,144.12,144.12,0.00,1,Check-Out
2022-03-09,12398,Brazil,City,Direct,Transient,2,1.1,405.40,81.08,0.00,5,Check-Out
2022-03-09,12399,Mexico,Resort,Direct,Group,1,0.3,435.08,108.77,0.00,4,Check-Out
2022-03-09,12400,Mexico,City,Direct,Transient,1,3,429.88,107.47,0.00,4,Check-Out
2022-03-09,12401,Germany,Resort,Direct,Transient,1,7.4,132.57,132.57,0.00,1,Check-Out
2022-03-09,12402,France,Resort,Online Travel Agent,Transient-Party,3,7.5,852.45,170.49,0.00,5,Check-Out
2022-03-09,12403,Spain,City,Online Travel Agent,Transient-Party,4,1.9,593.46,197.82,0.00,3,Check-Out
2022-03-09,12404,Brazil,City,Direct,Transient-Party,3,4,186.02,186.02,0.00,1,Check-Out
2022-03-09,12405,Mexico,Resort,Online Travel Agent,Transient-Party,1,2.6,595.32,198.44,0.00,3,Check-Out
2022-03-09,12406,Germany,City,Direct,Transient-Party,3,4.9,320.24,160.12,0.00,2,Check-Out
2022-03-09,12407,India,City,Direct,Group,4,3.6,182.01,182.01,0.00,1,Check-Out
2022-03-10,12408,Portugal,City,Direct,Group,3,6.3,0.00,134.64,-269.28,2,Canceled
2022-03-10,12409,France,City,Online Travel Agent,Transient-Party,3,3.1,0.00,117.02,-468.08,4,Canceled
2022-03-10,12410,USA,Resort,Online Travel Agent,Group,4,9.5,416.16,138.72,0.00,3,Check-Out
2022-03-11,12411,India,City,Direct,Transient-Party,1,2.1,86.06,86.06,0.00,1,Check-Out
2022-03-11,12412,USA,Resort,Direct,Transient,1,8.8,355.12,177.56,0.00,2,Check-Out
2022-03-11,12413,Germany,City,Online Travel Agent,Group,1,7.6,135.44,135.44,0.00,1,Check-Out
2022-03-11,12414,Italy,Resort,Online Travel Agent,Group,2,6,285.36,71.34,0.00,4,Check-Out
2022-03-11,12415,USA,Resort,Direct,Transient-Party,2,8.8,229.72,114.86,0.00,2,Check-Out
2022-03-11,12416,France,Resort,Direct,Transient,3,2.4,385.80,192.90,0.00,2,Check-Out
2022-03-11,12417,India,City,Direct,Group,1,1.4,111.23,111.23,0.00,1,Check-Out
2022-03-11,12418,USA,City,Online Travel Agent,Group,4,5.2,82.41,82.41,0.00,1,Check-Out
2022-03-11,12419,Netherlands,Resort,Direct,Group,4,8.8,858.15,171.63,0.00,5,Check-Out
2022-03-12,12420,Spain,Resort,Direct,Transient,3,7.9,0.00,153.79,-768.95,5,Canceled
2022-03-12,12421,India,Resort,Online Travel Agent,Transient,2,3.1,78.91,78.91,0.00,1,Check-Out
2022-03-12,12422,Italy,City,Online Travel Agent,Group,2,4,786.12,196.53,0.00,4,Check-Out
2022-03-13,12423,Italy,City,Online Travel Agent,Transient-Party,4,6.8,53.54,53.54,0.00,1,Check-Out
2022-03-13,12424,Brazil,Resort,Online Travel Agent,Transient,1,1.4,561.03,187.01,0.00,3,Check-Out
2022-03-13,12425,Portugal,City,Direct,Group,2,9.3,0.00,164.53,-329.06,2,Canceled
2022-03-13,12426,Brazil,Resort,Online Travel Agent,Transient,4,7.4,250.10,50.02,0.00,5,Check-Out
2022-03-13,12427,Italy,City,Direct,Transient-Party,1,8.2,380.16,95.04,0.00,4,Check-Out
2022-03-13,12428,Germany,City,Direct,Group,1,3.6,287.24,71.81,0.00,4,Check-Out
2022-03-13,12429,Spain,Resort,Direct,Transient,3,6.1,147.04,147.04,0.00,1,Check-Out
2022-03-14,12430,Italy,Resort,Online Travel Agent,Group,4,6,282.80,56.56,0.00,5,Check-Out
2022-03-14,12431,Mexico,City,Online Travel Agent,Group,1,8.1,459.96,114.99,0.00,4,Check-Out
2022-03-14,12432,Mexico,Resort,Direct,Transient,1,0.4,309.30,103.10,0.00,3,Check-Out
2022-03-14,12433,Italy,City,Online Travel Agent,Transient-Party,1,5.1,0.00,62.26,-124.52,2,Canceled
2022-03-14,12434,Netherlands,Resort,Direct,Transient,3,4.1,259.08,129.54,0.00,2,Check-Out
2022-03-14,12435,Mexico,Resort,Online Travel Agent,Transient-Party,2,10,206.12,51.53,0.00,4,Check-Out
2022-03-15,12436,Italy,Resort,Direct,Transient-Party,1,8.4,262.14,87.38,0.00,3,Check-Out
2022-03-15,12437,India,City,Direct,Transient,4,7.5,390.06,195.03,0.00,2,Check-Out
2022-03-15,12438,Brazil,Resort,Online Travel Agent,Group,1,7.4,156.70,78.35,0.00,2,Check-Out
2022-03-15,12439,Italy,Resort,Direct,Transient-Party,4,9.2,0.00,174.76,-349.52,2,Canceled
2022-03-15,12440,Netherlands,Resort,Direct,Transient-Party,3,1,296.85,98.95,0.00,3,Check-Out
2022-03-15,12441,Spain,Resort,Direct,Group,4,0.7,294.20,58.84,0.00,5,Check-Out
2022-03-16,12442,Spain,Resort,Direct,Transient-Party,3,1.7,650.05,130.01,0.00,5,Check-Out
2022-03-16,12443,India,City,Direct,Transient-Party,3,7.2,439.74,146.58,0.00,3,Check-Out
2022-03-16,12444,Portugal,Resort,Direct,Transient-Party,4,8.8,515.84,128.96,0.00,4,Check-Out
2022-03-16,12445,Germany,City,Online Travel Agent,Transient-Party,2,0.5,513.12,171.04,0.00,3,Check-Out
2022-03-16,12446,Brazil,Resort,Direct,Group,4,6.6,227.08,113.54,0.00,2,Check-Out
2022-03-17,12447,Germany,City,Online Travel Agent,Transient,3,7,115.30,115.30,0.00,1,Check-Out
2022-03-17,12448,France,City,Online Travel Agent,Transient-Party,1,5.4,274.50,137.25,0.00,2,Check-Out
2022-03-17,12449,India,Resort,Online Travel Agent,Transient,3,8.6,433.88,108.47,0.00,4,Check-Out
2022-03-17,12450,Brazil,Resort,Direct,Group,2,4.4,125.69,125.69,0.00,1,Check-Out
2022-03-18,12451,Italy,City,Direct,Transient,1,3.8,177.09,59.03,0.00,3,Check-Out
2022-03-18,12452,Mexico,City,Direct,Transient,1,5.4,949.05,189.81,0.00,5,Check-Out
2022-03-19,12453,Netherlands,Resort,Online Travel Agent,Group,1,0.9,0.00,119.55,-119.55,1,Canceled
2022-03-19,12454,Germany,Resort,Online Travel Agent,Transient,1,6.1,177.09,59.03,0.00,3,Check-Out
2022-03-19,12455,France,Resort,Direct,Transient-Party,1,9.6,549.50,109.90,0.00,5,Check-Out
2022-03-19,12456,India,Resort,Direct,Transient,4,8.8,196.84,98.42,0.00,2,Check-Out
2022-03-19,12457,Portugal,Resort,Online Travel Agent,Group,3,1.5,0.00,62.80,-125.60,2,Canceled
2022-03-19,12458,France,City,Direct,Transient-Party,3,1.2,456.90,152.30,0.00,3,Check-Out
2022-03-19,12459,Mexico,Resort,Online Travel Agent,Transient-Party,2,2.3,196.90,196.90,0.00,1,Check-Out
2022-03-19,12460,France,Resort,Direct,Transient-Party,2,5.6,167.68,83.84,0.00,2,Check-Out
2022-03-19,12461,USA,City,Direct,Transient,2,5.5,221.10,110.55,0.00,2,Check-Out
2022-03-19,12462,Portugal,Resort,Online Travel Agent,Transient-Party,2,1.2,135.98,135.98,0.00,1,Check-Out
2022-03-19,12463,Mexico,City,Direct,Transient-Party,2,5.3,188.53,188.53,0.00,1,Check-Out
2022-03-20,12464,Portugal,Resort,Online Travel Agent,Group,4,0.5,630.28,157.57,0.00,4,Check-Out
2022-03-20,12465,Mexico,Resort,Direct,Group,1,3.1,653.60,130.72,0.00,5,Check-Out
2022-03-20,12466,India,Resort,Direct,Transient-Party,3,3.6,188.78,94.39,0.00,2,Check-Out
2022-03-21,12467,USA,Resort,Online Travel Agent,Transient-Party,1,5.2,570.25,114.05,0.00,5,Check-Out
2022-03-21,12468,France,Resort,Direct,Group,3,4.7,563.95,112.79,0.00,5,Check-Out
2022-03-21,12469,Netherlands,City,Online Travel Agent,Group,3,8.1,193.50,64.50,0.00,3,Check-Out
2022-03-21,12470,India,Resort,Direct,Transient-Party,4,8.1,166.05,55.35,0.00,3,Check-Out
2022-03-21,12471,USA,City,Online Travel Agent,Transient-Party,1,0.7,559.80,139.95,0.00,4,Check-Out
2022-03-22,12472,Portugal,City,Direct,Transient-Party,4,4.5,179.68,179.68,0.00,1,Check-Out
2022-03-22,12473,Brazil,City,Online Travel Agent,Transient-Party,3,6.6,653.60,163.40,0.00,4,Check-Out
2022-03-22,12474,Portugal,Resort,Online Travel Agent,Transient,4,8.2,787.80,196.95,0.00,4,Check-Out
2022-03-22,12475,Portugal,Resort,Direct,Group,4,9.1,216.36,108.18,0.00,2,Check-Out
2022-03-22,12476,Germany,Resort,Online Travel Agent,Transient,4,8,166.46,166.46,0.00,1,Check-Out
2022-03-22,12477,Italy,City,Online Travel Agent,Transient-Party,1,8.2,250.44,83.48,0.00,3,Check-Out
2022-03-23,12478,Germany,Resort,Online Travel Agent,Transient,4,3.4,0.00,174.09,-870.45,5,Canceled
2022-03-23,12479,USA,Resort,Online Travel Agent,Group,2,8.9,381.40,76.28,0.00,5,Check-Out
2022-03-23,12480,Italy,City,Direct,Group,1,6.9,59.97,59.97,0.00,1,Check-Out
2022-03-23,12481,Portugal,City,Online Travel Agent,Group,1,2.9,382.05,76.41,0.00,5,Check-Out
2022-03-23,12482,India,City,Online Travel Agent,Group,1,6.6,0.00,139.89,-139.89,1,Canceled
2022-03-24,12483,USA,City,Online Travel Agent,Transient,1,1.4,614.70,122.94,0.00,5,Check-Out
2022-03-24,12484,India,City,Direct,Transient-Party,2,7,154.64,77.32,0.00,2,Check-Out
2022-03-24,12485,France,Resort,Online Travel Agent,Transient-Party,3,4.3,370.40,74.08,0.00,5,Check-Out
2022-03-24,12486,Germany,Resort,Online Travel Agent,Transient,2,8.2,236.54,118.27,0.00,2,Check-Out
2022-03-24,12487,Portugal,City,Online Travel Agent,Group,1,5.3,222.98,111.49,0.00,2,Check-Out
2022-03-24,12488,Portugal,Resort,Direct,Group,2,8.7,177.00,88.50,0.00,2,Check-Out
2022-03-24,12489,Italy,Resort,Online Travel Agent,Transient-Party,4,2.3,128.67,128.67,0.00,1,Check-Out
2022-03-24,12490,India,City,Direct,Transient-Party,1,4.3,53.32,53.32,0.00,1,Check-Out
2022-03-25,12491,USA,Resort,Online Travel Agent,Transient-Party,2,5.8,331.55,66.31,0.00,5,Check-Out
2022-03-25,12492,Brazil,City,Direct,Transient-Party,2,5.4,0.00,162.71,-162.71,1,Canceled
2022-03-25,12493,Portugal,City,Direct,Group,3,1.9,177.36,88.68,0.00,2,Check-Out
2022-03-25,12494,Brazil,Resort,Online Travel Agent,Group,1,3.2,497.85,99.57,0.00,5,Check-Out
2022-03-25,12495,Portugal,City,Direct,Group,4,8.7,653.60,130.72,0.00,5,Check-Out
2022-03-25,12496,Germany,City,Direct,Transient,1,2.5,155.12,77.56,0.00,2,Check-Out
2022-03-26,12497,Italy,Resort,Direct,Transient-Party,2,8,537.95,107.59,0.00,5,Check-Out
2022-03-26,12498,Portugal,Resort,Direct,Transient,2,5.1,135.15,135.15,0.00,1,Check-Out
2022-03-27,12499,Germany,City,Online Travel Agent,Transient,1,2.8,313.92,104.64,0.00,3,Check-Out
2022-03-27,12500,Germany,Resort,Online Travel Agent,Transient,1,8.7,935.30,187.06,0.00,5,Check-Out
2022-03-27,12501,Netherlands,Resort,Online Travel Agent,Transient-Party,4,4.6,289.56,96.52,0.00,3,Check-Out
2022-03-27,12502,Spain,Resort,Online Travel Agent,Transient,2,10,755.05,151.01,0.00,5,Check-Out
2022-03-27,12503,Spain,City,Direct,Group,1,4.7,680.16,170.04,0.00,4,Check-Out
2022-03-27,12504,Germany,Resort,Online Travel Agent,Transient-Party,3,6.4,0.00,61.05,-183.15,3,Canceled
2022-03-27,12505,Germany,Resort,Online Travel Agent,Transient-Party,2,7.1,257.94,85.98,0.00,3,Check-Out
2022-03-28,12506,USA,Resort,Online Travel Agent,Transient,4,9.3,896.65,179.33,0.00,5,Check-Out
2022-03-28,12507,France,City,Online Travel Agent,Transient-Party,3,4.7,378.52,94.63,0.00,4,Check-Out
2022-03-29,12508,France,City,Direct,Transient,3,9.3,377.64,94.41,0.00,4,Check-Out
2022-03-29,12509,Spain,City,Online Travel Agent,Group,2,4.5,98.03,98.03,0.00,1,Check-Out
2022-03-29,12510,India,Resort,Online Travel Agent,Group,4,3.2,724.08,181.02,0.00,4,Check-Out
2022-03-29,12511,Spain,City,Online Travel Agent,Group,3,7.4,271.25,54.25,0.00,5,Check-Out
2022-03-29,12512,Brazil,City,Online Travel Agent,Group,4,4.5,223.44,74.48,0.00,3,Check-Out
2022-03-29,12513,Mexico,City,Online Travel Agent,Transient,3,3.1,210.90,105.45,0.00,2,Check-Out
2022-03-29,12514,Spain,City,Direct,Group,4,9.4,0.00,96.54,-193.08,2,Canceled
2022-03-30,12515,Italy,Resort,Online Travel Agent,Transient,3,2.5,593.96,148.49,0.00,4,Check-Out
2022-03-30,12516,USA,City,Online Travel Agent,Group,2,4.2,0.00,90.76,-363.04,4,Canceled
2022-03-31,12517,Brazil,City,Direct,Transient,3,4.7,968.85,193.77,0.00,5,Check-Out
2022-03-31,12518,Portugal,Resort,Direct,Transient-Party,2,6.4,358.89,119.63,0.00,3,Check-Out
2022-03-31,12519,Brazil,Resort,Direct,Transient,2,2.7,89.71,89.71,0.00,1,Check-Out
2022-03-31,12520,India,City,Online Travel Agent,Group,2,5,449.31,149.77,0.00,3,Check-Out
2022-03-31,12521,USA,City,Direct,Transient,1,2.2,198.64,198.64,0.00,1,Check-Out
2022-03-31,12522,Italy,City,Direct,Transient-Party,1,7.3,658.12,164.53,0.00,4,Check-Out
2022-03-31,12523,Spain,City,Online Travel Agent,Transient,1,1.8,355.50,71.10,0.00,5,Check-Out
2022-04-01,12524,Germany,Resort,Online Travel Agent,Transient-Party,2,9.3,164.26,82.13,0.00,2,Check-Out
2022-04-01,12525,USA,Resort,Direct,Group,2,3.5,344.18,172.09,0.00,2,Check-Out
2022-04-01,12526,India,City,Online Travel Agent,Transient,4,4.6,378.36,126.12,0.00,3,Check-Out
2022-04-01,12527,India,Resort,Online Travel Agent,Group,4,4.5,142.23,142.23,0.00,1,Check-Out
2022-04-01,12528,Portugal,City,Direct,Transient,3,3.5,223.00,55.75,0.00,4,Check-Out
2022-04-01,12529,Portugal,Resort,Direct,Transient,2,2.6,0.00,170.57,-852.85,5,Canceled
2022-04-02,12530,Netherlands,Resort,Direct,Group,3,8.1,663.52,165.88,0.00,4,Check-Out
2022-04-02,12531,France,Resort,Direct,Group,4,2.2,364.00,182.00,0.00,2,Check-Out
2022-04-02,12532,Spain,Resort,Online Travel Agent,Group,3,1.2,255.64,63.91,0.00,4,Check-Out
2022-04-02,12533,France,City,Online Travel Agent,Group,1,7.8,329.91,109.97,0.00,3,Check-Out
2022-04-02,12534,India,City,Online Travel Agent,Transient,2,8.6,0.00,90.82,-454.10,5,Canceled
2022-04-02,12535,France,Resort,Direct,Group,3,0.6,633.90,126.78,0.00,5,Check-Out
2022-04-02,12536,Portugal,City,Direct,Group,2,4.2,429.44,107.36,0.00,4,Check-Out
2022-04-02,12537,France,Resort,Direct,Transient-Party,1,2.8,173.14,86.57,0.00,2,Check-Out
2022-04-03,12538,Spain,Resort,Direct,Transient-Party,3,1.4,0.00,64.25,-64.25,1,Canceled
2022-04-03,12539,Italy,City,Online Travel Agent,Transient,3,4.3,204.08,51.02,0.00,4,Check-Out
2022-04-03,12540,Netherlands,City,Direct,Group,3,7.5,538.26,179.42,0.00,3,Check-Out
2022-04-03,12541,Brazil,Resort,Direct,Transient-Party,2,3.3,794.65,158.93,0.00,5,Check-Out
2022-04-04,12542,Netherlands,Resort,Direct,Group,3,0.6,192.53,192.53,0.00,1,Check-Out
2022-04-04,12543,Portugal,Resort,Online Travel Agent,Transient,3,5.6,192.45,192.45,0.00,1,Check-Out
2022-04-04,12544,Netherlands,City,Direct,Group,3,7.5,435.51,145.17,0.00,3,Check-Out
2022-04-04,12545,Portugal,City,Direct,Group,4,1.5,184.83,184.83,0.00,1,Check-Out
2022-04-04,12546,India,Resort,Direct,Group,4,2.8,379.46,189.73,0.00,2,Check-Out
2022-04-04,12547,USA,City,Online Travel Agent,Transient-Party,3,5.3,145.62,145.62,0.00,1,Check-Out
2022-04-04,12548,Portugal,City,Direct,Transient-Party,4,8.1,0.00,59.40,-297.00,5,Canceled
2022-04-04,12549,Portugal,City,Online Travel Agent,Group,2,5.3,500.92,125.23,0.00,4,Check-Out
2022-04-04,12550,USA,City,Direct,Group,3,5.3,168.16,168.16,0.00,1,Check-Out
2022-04-04,12551,Germany,City,Direct,Transient,2,9.1,313.60,62.72,0.00,5,Check-Out
2022-04-05,12552,Italy,Resort,Online Travel Agent,Transient-Party,4,5.7,989.65,197.93,0.00,5,Check-Out
2022-04-05,12553,Portugal,Resort,Direct,Transient,2,4.3,260.40,86.80,0.00,3,Check-Out
2022-04-05,12554,Spain,Resort,Direct,Transient,1,0.6,171.27,171.27,0.00,1,Check-Out
2022-04-05,12555,Germany,City,Online Travel Agent,Transient,1,8.6,83.43,83.43,0.00,1,Check-Out
2022-04-05,12556,India,Resort,Online Travel Agent,Transient-Party,1,3.5,270.40,135.20,0.00,2,Check-Out
2022-04-05,12557,Brazil,City,Online Travel Agent,Group,4,9.7,369.15,73.83,0.00,5,Check-Out
2022-04-06,12558,Spain,Resort,Online Travel Agent,Transient,4,9.9,408.84,102.21,0.00,4,Check-Out
2022-04-06,12559,Mexico,City,Direct,Group,2,9.7,440.08,110.02,0.00,4,Check-Out
2022-04-06,12560,India,City,Online Travel Agent,Group,1,5.6,273.96,68.49,0.00,4,Check-Out
2022-04-06,12561,Italy,City,Online Travel Agent,Transient,4,5,773.88,193.47,0.00,4,Check-Out
2022-04-06,12562,Germany,Resort,Direct,Group,1,8,213.04,53.26,0.00,4,Check-Out
2022-04-07,12563,Italy,Resort,Direct,Transient,1,5.1,166.05,55.35,0.00,3,Check-Out
2022-04-07,12564,India,City,Direct,Group,3,9.1,884.15,176.83,0.00,5,Check-Out
2022-04-07,12565,Brazil,Resort,Online Travel Agent,Transient,1,2.6,381.15,76.23,0.00,5,Check-Out
2022-04-07,12566,India,City,Online Travel Agent,Group,3,6.4,156.73,156.73,0.00,1,Check-Out
2022-04-07,12567,France,City,Online Travel Agent,Transient-Party,1,4.4,302.20,75.55,0.00,4,Check-Out
2022-04-07,12568,USA,Resort,Online Travel Agent,Transient,1,1.9,712.40,142.48,0.00,5,Check-Out
2022-04-08,12569,Mexico,Resort,Direct,Transient-Party,1,6.1,176.76,176.76,0.00,1,Check-Out
2022-04-08,12570,Mexico,City,Direct,Transient,2,1.4,124.96,124.96,0.00,1,Check-Out
2022-04-08,12571,India,City,Direct,Transient-Party,4,3.6,447.30,149.10,0.00,3,Check-Out
2022-04-08,12572,Mexico,City,Direct,Transient-Party,1,7.3,139.52,69.76,0.00,2,Check-Out
2022-04-08,12573,Netherlands,City,Direct,Transient-Party,3,2.8,644.00,161.00,0.00,4,Check-Out
2022-04-09,12574,India,City,Direct,Transient-Party,3,3.5,373.92,124.64,0.00,3,Check-Out
2022-04-09,12575,Spain,City,Direct,Transient-Party,1,1.6,597.80,149.45,0.00,4,Check-Out
2022-04-09,12576,Netherlands,Resort,Online Travel Agent,Group,3,7.4,608.75,121.75,0.00,5,Check-Out
2022-04-09,12577,Italy,City,Online Travel Agent,Transient-Party,1,4.7,360.98,180.49,0.00,2,Check-Out
2022-04-09,12578,Germany,Resort,Direct,Transient,1,7.2,221.49,73.83,0.00,3,Check-Out
2022-04-09,12579,Portugal,Resort,Online Travel Agent,Group,1,8.3,212.96,106.48,0.00,2,Check-Out
2022-04-09,12580,Mexico,City,Direct,Group,2,5.4,592.86,197.62,0.00,3,Check-Out
2022-04-10,12581,Mexico,City,Online Travel Agent,Transient-Party,4,5.7,313.74,156.87,0.00,2,Check-Out
2022-04-10,12582,Germany,City,Online Travel Agent,Transient,3,9.2,142.08,71.04,0.00,2,Check-Out
2022-04-10,12583,Brazil,City,Online Travel Agent,Transient,4,5.4,0.00,184.52,-553.56,3,Canceled
2022-04-10,12584,Mexico,City,Online Travel Agent,Group,3,1.9,282.32,141.16,0.00,2,Check-Out
2022-04-10,12585,Mexico,Resort,Online Travel Agent,Transient,1,1.1,409.59,136.53,0.00,3,Check-Out
2022-04-10,12586,Brazil,Resort,Online Travel Agent,Transient,3,7.2,0.00,83.05,-415.25,5,Canceled
2022-04-11,12587,Netherlands,Resort,Direct,Group,4,3.7,237.09,79.03,0.00,3,Check-Out
2022-04-11,12588,Germany,Resort,Direct,Transient,2,4.7,225.15,75.05,0.00,3,Check-Out
2022-04-12,12589,Portugal,Resort,Direct,Transient-Party,3,2.6,660.65,132.13,0.00,5,Check-Out
2022-04-12,12590,France,Resort,Direct,Transient,4,6,0.00,63.96,-63.96,1,Canceled
2022-04-12,12591,Netherlands,City,Online Travel Agent,Transient,1,8.8,69.77,69.77,0.00,1,Check-Out
2022-04-12,12592,Italy,City,Direct,Group,2,0.7,282.72,70.68,0.00,4,Check-Out
2022-04-12,12593,Portugal,City,Direct,Transient,1,4.2,0.00,154.89,-619.56,4,Canceled
2022-04-12,12594,Germany,City,Online Travel Agent,Transient-Party,3,0.3,562.56,187.52,0.00,3,Check-Out
2022-04-12,12595,Portugal,Resort,Online Travel Agent,Transient-Party,1,3.8,288.06,144.03,0.00,2,Check-Out
2022-04-12,12596,France,Resort,Direct,Transient,2,1.8,527.58,175.86,0.00,3,Check-Out
2022-04-12,12597,Portugal,Resort,Direct,Transient,3,7.7,0.00,90.44,-452.20,5,Canceled
2022-04-12,12598,Italy,Resort,Online Travel Agent,Transient,4,0.9,120.56,60.28,0.00,2,Check-Out
2022-04-12,12599,Portugal,City,Online Travel Agent,Group,4,1.9,123.14,61.57,0.00,2,Check-Out
2022-04-12,12600,France,Resort,Direct,Group,3,6.2,467.64,116.91,0.00,4,Check-Out
2022-04-12,12601,France,Resort,Online Travel Agent,Transient,4,7,363.65,72.73,0.00,5,Check-Out
2022-04-12,12602,France,City,Direct,Group,1,3.3,118.01,118.01,0.00,1,Check-Out
2022-04-12,12603,Mexico,Resort,Online Travel Agent,Transient,3,9.8,395.52,98.88,0.00,4,Check-Out
2022-04-12,12604,Brazil,Resort,Online Travel Agent,Group,1,8.8,102.56,102.56,0.00,1,Check-Out
2022-04-13,12605,Portugal,Resort,Direct,Transient,2,9.6,660.64,165.16,0.00,4,Check-Out
2022-04-13,12606,Spain,City,Direct,Group,4,6.2,547.26,182.42,0.00,3,Check-Out
2022-04-13,12607,Brazil,Resort,Online Travel Agent,Group,4,3.9,137.38,137.38,0.00,1,Check-Out
2022-04-13,12608,Spain,City,Online Travel Agent,Group,2,7,443.31,147.77,0.00,3,Check-Out
2022-04-13,12609,Italy,City,Direct,Transient-Party,2,5.1,310.86,103.62,0.00,3,Check-Out
2022-04-13,12610,Portugal,Resort,Online Travel Agent,Group,1,6.2,200.54,100.27,0.00,2,Check-Out
2022-04-13,12611,Mexico,Resort,Direct,Transient-Party,3,1.1,371.46,185.73,0.00,2,Check-Out
2022-04-14,12612,Germany,Resort,Direct,Transient,4,1.8,287.12,143.56,0.00,2,Check-Out
2022-04-14,12613,USA,Resort,Direct,Group,3,9.9,638.35,127.67,0.00,5,Check-Out
2022-04-14,12614,Netherlands,City,Direct,Transient,3,9.6,591.75,197.25,0.00,3,Check-Out
2022-04-14,12615,India,City,Direct,Group,2,4.5,0.00,85.75,-85.75,1,Canceled
2022-04-14,12616,India,City,Online Travel Agent,Group,3,6.6,72.35,72.35,0.00,1,Check-Out
2022-04-15,12617,Italy,Resort,Online Travel Agent,Group,1,8.6,304.04,76.01,0.00,4,Check-Out
2022-04-15,12618,France,City,Online Travel Agent,Group,1,7.9,234.02,117.01,0.00,2,Check-Out
2022-04-15,12619,India,Resort,Direct,Transient,4,5.3,226.80,113.40,0.00,2,Check-Out
2022-04-15,12620,USA,Resort,Online Travel Agent,Transient,1,6.2,0.00,191.61,-958.05,5,Canceled
2022-04-16,12621,Portugal,Resort,Direct,Transient-Party,2,9.6,720.90,144.18,0.00,5,Check-Out
2022-04-16,12622,USA,City,Direct,Transient,2,1.8,225.36,112.68,0.00,2,Check-Out
2022-04-16,12623,Portugal,City,Direct,Transient,3,4.5,113.02,113.02,0.00,1,Check-Out
